Drug Name,Price (Dhs),Usage
Neopred 5 Mg Comprime Effervescents,20.5,"AFFECTIONS OU MALADIES ; - COLLAGENOSES-CONNECTIVITES ; Poussées évolutives de maladies systémiques, notamment : lupus érythémateux disséminé, vascularite, polymyosite, sarcoïdose viscérale. ; - DERMATOLOGIQUES ; dermatoses bulleuses autoimmunes sévères, en particulier pemphigus et pemphigoïde bulleuse, ; formes graves des angiomes du nourrisson, ; certaines formes de lichen plan, ; certaines urticaires aiguës, ; formes graves de dermatoses neutrophiliques. ; - DIGESTIVES ; poussées évolutives de la rectocolite hémorragique et de la maladie de Crohn, ; hépatite chronique active auto-immune (avec ou sans cirrhose), ; hépatite alcoolique aiguë sévère, histologiquement prouvée. ; - ENDOCRINIENNES ; thyroïdite subaiguë de De Quervain sévère, ; certaines hypercalcémies. ; - HEMATOLOGIQUES ; purpuras thrombopéniques immunologiques sévères, ; anémies hémolytiques auto-immunes, ; en association avec diverses chimiothérapies dans le traitement d'hémopathies malignes lymphoïdes, ; érythroblastopénies chroniques acquises ou congénitales. ; - INFECTIEUSES ; péricardite tuberculeuse et formes graves de tuberculose mettant en jeu le pronostic vital, ; pneumopathie à Pneumocystis carinii avec hypoxie sévère. ; - NEOPLASIQUES ; traitement anti-émétique au cours des chimiothérapies antinéoplasiques, ; poussée œdémateuse et inflammatoire associée aux traitements antinéoplasiques (radio et chimiothérapie). ; - NEPHROLOGIQUES ; syndrome néphrotique à lésions glomérulaires minimes, ; syndrome néphrotique des hyalinoses segmentaires et focales primitives, ; stade III et IV de la néphropathie lupique, ; sarcoïdose granulomateuse intrarénale, ; vascularites avec atteinte rénale, ; glomérulonéphrites extra-capillaires primitives. ; - NEUROLOGIQUES ; myasthénie, ; œdème cérébral de cause tumorale, ; polyradiculonévrite chronique, idiopathique, inflammatoire, ; spasme infantile (syndrome de West) / syndrome de Lennox-Gastaut, ; sclérose en plaques en poussée, en relais d'une corticothérapie intraveineuse. ; - OPHTALMOLOGIQUES ; uvéite antérieure et postérieure sévère, ; exophtalmies œdémateuses, ; certaines neuropathies optiques, en relais d'une corticothérapie intraveineuse (dans cette indication, la voie orale en première intention est déconseillée). ; - ORL ; certaines otites séreuses, ; polypose nasosinusienne, ; certaines sinusites aiguës ou chroniques, ; rhinites allergiques saisonnières en cure courte, ; laryngite aiguë striduleuse (laryngite sous-glottique) chez l'enfant. ; - RESPIRATOIRES ; asthme persistant de préférence en cure courte en cas d'échec du traitement par voie inhalée à fortes doses, ; exacerbations d'asthme, en particulier asthme aigu grave, ; bronchopneumopathie chronique obstructive en évaluation de la réversibilité du syndrome obstructif, ; sarcoïdose évolutive, ; fibroses pulmonaires interstitielles diffuses. ; - RHUMATOLOGIQUES ; polyarthrite rhumatoïde et certaines polyarthrites, ; pseudo polyarthrite rhizomélique et maladie de Horton, ; rhumatisme articulaire aigu, ; névralgies cervico-brachiales sévères et rebelles. ; - TRANSPLANTATION D'ORGANE ET DE CELLULES SOUCHES HEMATOPOIETIQUES ALLOGENIQUES ; prophylaxie ou traitement du rejet de greffe, ; prophylaxie ou traitement de la réaction du greffon contre l'hôte."
Neopt Multi 0 2 Solution Ophtalmique,84.0,Sécheresse oculaire ; Irritation ; fatigue occulaire
Neoral 100 Mg Capsule Molles,1705.0,"Greffe ; Greffes d'organes solides ; Prévention du rejet du greffon après transplantation d’organes solides. ; Traitement du rejet cellulaire chez des patients précédemment traités par d'autres protocoles immunosuppresseurs. ; Greffes de moelle osseuse ; Prévention du rejet après allogreffe de moelle osseuse et greffes de cellules souches. ; Traitement préventif ou curatif de la maladie du greffon contre l'hôte (GVHD). ; Indications «hors greffes» ; Uvéite endogène ; Traitement des uvéites intermédiaires ou postérieures non infectieuses, menaçant la vision, en cas d'échec du traitement conventionnel ou d'effets indésirables inacceptables de ce traitement. ; Traitement de l'uvéite de Behçet avec accès inflammatoires répétés impliquant la rétine chez des patients ne présentant pas de manifestations neurologiques. ; Syndromes néphrotiques ; Syndromes néphrotiques corticodépendants et corticorésistants dus à des glomérulopathies primitives telles que des lésions glomérulaires minimes, des hyalinoses segmentaires et focales ou une glomérulonéphrite membraneuse. ; Ciclosporine peut être prescrite pour induire et maintenir une rémission. Elle peut également être prescrite pour maintenir une rémission induite par les corticoïdes, permettant le sevrage des corticoïdes. ; Polyarthrite rhumatoïde ; Traitement des formes actives et sévères de polyarthrite rhumatoïde. ; Psoriasis ; Traitement des formes sévères de psoriasis, chez les patients pour lesquels le traitement conventionnel est inapproprié ou inefficace. ; Dermatite atopique ; Ciclosporine est indiquée chez les patients atteints de dermatite atopique sévère nécessitant un traitement systémique."
Neoral 25 Mg Capsule Molles,558.0,"Greffe ; Greffes d'organes solides ; Prévention du rejet du greffon après transplantation d’organes solides. ; Traitement du rejet cellulaire chez des patients précédemment traités par d'autres protocoles immunosuppresseurs. ; Greffes de moelle osseuse ; Prévention du rejet après allogreffe de moelle osseuse et greffes de cellules souches. ; Traitement préventif ou curatif de la maladie du greffon contre l'hôte (GVHD). ; Indications «hors greffes» ; Uvéite endogène ; Traitement des uvéites intermédiaires ou postérieures non infectieuses, menaçant la vision, en cas d'échec du traitement conventionnel ou d'effets indésirables inacceptables de ce traitement. ; Traitement de l'uvéite de Behçet avec accès inflammatoires répétés impliquant la rétine chez des patients ne présentant pas de manifestations neurologiques. ; Syndromes néphrotiques ; Syndromes néphrotiques corticodépendants et corticorésistants dus à des glomérulopathies primitives telles que des lésions glomérulaires minimes, des hyalinoses segmentaires et focales ou une glomérulonéphrite membraneuse. ; Ciclosporine peut être prescrite pour induire et maintenir une rémission. Elle peut également être prescrite pour maintenir une rémission induite par les corticoïdes, permettant le sevrage des corticoïdes. ; Polyarthrite rhumatoïde ; Traitement des formes actives et sévères de polyarthrite rhumatoïde. ; Psoriasis ; Traitement des formes sévères de psoriasis, chez les patients pour lesquels le traitement conventionnel est inapproprié ou inefficace. ; Dermatite atopique ; Ciclosporine est indiquée chez les patients atteints de dermatite atopique sévère nécessitant un traitement systémique."
Neoral 50 Mg Capsule Molles,1062.0,"Greffe ; Greffes d'organes solides ; Prévention du rejet du greffon après transplantation d’organes solides. ; Traitement du rejet cellulaire chez des patients précédemment traités par d'autres protocoles immunosuppresseurs. ; Greffes de moelle osseuse ; Prévention du rejet après allogreffe de moelle osseuse et greffes de cellules souches. ; Traitement préventif ou curatif de la maladie du greffon contre l'hôte (GVHD). ; Indications «hors greffes» ; Uvéite endogène ; Traitement des uvéites intermédiaires ou postérieures non infectieuses, menaçant la vision, en cas d'échec du traitement conventionnel ou d'effets indésirables inacceptables de ce traitement. ; Traitement de l'uvéite de Behçet avec accès inflammatoires répétés impliquant la rétine chez des patients ne présentant pas de manifestations neurologiques. ; Syndromes néphrotiques ; Syndromes néphrotiques corticodépendants et corticorésistants dus à des glomérulopathies primitives telles que des lésions glomérulaires minimes, des hyalinoses segmentaires et focales ou une glomérulonéphrite membraneuse. ; Ciclosporine peut être prescrite pour induire et maintenir une rémission. Elle peut également être prescrite pour maintenir une rémission induite par les corticoïdes, permettant le sevrage des corticoïdes. ; Polyarthrite rhumatoïde ; Traitement des formes actives et sévères de polyarthrite rhumatoïde. ; Psoriasis ; Traitement des formes sévères de psoriasis, chez les patients pour lesquels le traitement conventionnel est inapproprié ou inefficace. ; Dermatite atopique ; Ciclosporine est indiquée chez les patients atteints de dermatite atopique sévère nécessitant un traitement systémique."
Neoxidil 002 Solution Pour Application Locale,231.0,"Ce médicament est indiqué en cas de chute de cheveux modérée (alopécie androgénétique) de l'adulte, homme ou femme. Il favorise la pousse des cheveux et stabilise le phénomène de chute."
Nepexto 25 Mg 0 5 Ml Solution Injectable En Seringue Preremplie,2875.0,"Polyarthrite rhumatoïde ; Nepexto associé au méthotrexate est indiqué pour le traitement de la polyarthrite rhumatoïde ; modérément à sévèrement active de l’adulte en cas de réponse inadéquate aux traitements de fond, y ; compris le méthotrexate (sauf contre-indication). ; Nepexto peut être donné en monothérapie en cas d’intolérance au méthotrexate ou lorsque la poursuite ; du traitement avec le méthotrexate est inadaptée. ; Nepexto est également indiqué dans le traitement de la polyarthrite rhumatoïde sévère, active et ; évolutive de l’adulte non précédemment traité par le méthotrexate. ; Il a été montré que Nepexto, seul ou associé au méthotrexate, ralentit la progression des dommages ; structuraux articulaires tels que mesurés par la radiographie et améliore les capacités fonctionnelles. ; Arthrite juvénile idiopathique ; Traitement de la polyarthrite (facteur rhumatoïde positif ou négatif) et de l’oligoarthrite extensive de ; l’enfant à partir de 2 ans et de l’adolescent en cas de réponse inadéquate ou d’intolérance avérée au ; méthotrexate. ; Traitement du rhumatisme psoriasique de l’adolescent à partir de 12 ans en cas de réponse inadéquate ; ou d’intolérance avérée au méthotrexate. ; Traitement de l’arthrite liée à l’enthésite de l’adolescent à partir de 12 ans en cas de réponse ; inadéquate ou d’intolérance avérée au traitement de référence. ; Rhumatisme psoriasique ; Traitement du rhumatisme psoriasique actif et évolutif de l’adulte en cas de réponse inadéquate au ; traitement de fond antérieur. Il a été montré que l’étanercept améliore les capacités fonctionnelles chez ; les patients atteints de rhumatisme psoriasique et ralentit la progression des dommages structuraux ; articulaires périphériques tels que mesurés par la radiographie chez les patients ayant des formes ; polyarticulaires symétriques de la maladie. ; Spondylarthrite axiale ; Spondylarthrite ankylosante ; Traitement de la spondylarthrite ankylosante sévère et active de l’adulte en cas de réponse inadéquate ; au traitement de référence. ; Spondyloarthrite axiale non radiographique ; Traitement de la spondyloarthrite axiale non radiographique sévère de l’adulte présentant des signes ; objectifs d’inflammation, se traduisant par un taux élevé de protéine C réactive (CRP) et/ou des signes ; visibles à l’imagerie par résonance magnétique (IRM), en cas de réponse inadéquate aux antiinflammatoires non stéroïdiens (AINS). ; Psoriasis en plaques ; Traitement du psoriasis en plaques modéré à sévère de l’adulte en cas d’échec, ou de contre-indication, ; ou d’intolérance aux autres traitements systémiques, y compris la ciclosporine, le méthotrexate ou le ; psoralène et la puvathérapie (voir rubrique 5.1). ; Psoriasis en plaques de l’enfant ; Traitement du psoriasis en plaques sévère et chronique de l’enfant à partir de 6 ans et de l’adolescent ; en cas de contrôle inadéquat ou d’intolérance aux autres traitements systémiques ou à la photothérapie."
Nepexto 50 Mg Ml Solution Injectable En Stylo Preremplie,4992.0,"Polyarthrite rhumatoïde ; Nepexto associé au méthotrexate est indiqué pour le traitement de la polyarthrite rhumatoïde ; modérément à sévèrement active de l’adulte en cas de réponse inadéquate aux traitements de fond, y ; compris le méthotrexate (sauf contre-indication). ; Nepexto peut être donné en monothérapie en cas d’intolérance au méthotrexate ou lorsque la poursuite ; du traitement avec le méthotrexate est inadaptée. ; Nepexto est également indiqué dans le traitement de la polyarthrite rhumatoïde sévère, active et ; évolutive de l’adulte non précédemment traité par le méthotrexate. ; Il a été montré que Nepexto, seul ou associé au méthotrexate, ralentit la progression des dommages ; structuraux articulaires tels que mesurés par la radiographie et améliore les capacités fonctionnelles. ; Arthrite juvénile idiopathique ; Traitement de la polyarthrite (facteur rhumatoïde positif ou négatif) et de l’oligoarthrite extensive de ; l’enfant à partir de 2 ans et de l’adolescent en cas de réponse inadéquate ou d’intolérance avérée au ; méthotrexate. ; Traitement du rhumatisme psoriasique de l’adolescent à partir de 12 ans en cas de réponse inadéquate ; ou d’intolérance avérée au méthotrexate. ; Traitement de l’arthrite liée à l’enthésite de l’adolescent à partir de 12 ans en cas de réponse ; inadéquate ou d’intolérance avérée au traitement de référence. ; Rhumatisme psoriasique ; Traitement du rhumatisme psoriasique actif et évolutif de l’adulte en cas de réponse inadéquate au ; traitement de fond antérieur. Il a été montré que l’étanercept améliore les capacités fonctionnelles chez ; les patients atteints de rhumatisme psoriasique et ralentit la progression des dommages structuraux ; articulaires périphériques tels que mesurés par la radiographie chez les patients ayant des formes ; polyarticulaires symétriques de la maladie. ; Spondylarthrite axiale ; Spondylarthrite ankylosante ; Traitement de la spondylarthrite ankylosante sévère et active de l’adulte en cas de réponse inadéquate ; au traitement de référence. ; Spondyloarthrite axiale non radiographique ; Traitement de la spondyloarthrite axiale non radiographique sévère de l’adulte présentant des signes ; objectifs d’inflammation, se traduisant par un taux élevé de protéine C réactive (CRP) et/ou des signes ; visibles à l’imagerie par résonance magnétique (IRM), en cas de réponse inadéquate aux antiinflammatoires non stéroïdiens (AINS). ; Psoriasis en plaques ; Traitement du psoriasis en plaques modéré à sévère de l’adulte en cas d’échec, ou de contre-indication, ; ou d’intolérance aux autres traitements systémiques, y compris la ciclosporine, le méthotrexate ou le ; psoralène et la puvathérapie (voir rubrique 5.1). ; Psoriasis en plaques de l’enfant ; Traitement du psoriasis en plaques sévère et chronique de l’enfant à partir de 6 ans et de l’adolescent ; en cas de contrôle inadéquat ou d’intolérance aux autres traitements systémiques ou à la photothérapie."
Nepzan 10 Mg Comprime Pellicule,125.7,"•	Schizophrénie. ; •	L'olanzapine est indiquée en monothérapie, ou en traitement associé avec le lithium ou le valproate, pour le traitement des épisodes maniaques aigus des troubles bipolaires. Aucune autre association thérapeutique n'a été approuvée pour le traitement d'épisodes maniaques aigus liés à des troubles bipolaires. ; •	Lorsque, chez les patients présentant des troubles bipolaires, un épisode maniaque aigu répond à l'olanzapine, l'olanzapine est indiquée pour la prophylaxie des récidives. En raison de données insuffisantes concernant des complications tardives éventuelles dans cette population de patients, le traitement prophylactique devrait être limité à 12 mois après la bonne réponse initiale. Si le médecin décide de prolonger l'utilisation au-delà des 12 mois, il convient alors de procéder à intervalles périodiques rapprochés à l'évaluation du rapport bénéfice/risque du médicament pour chacun des patients pris individuellement."
Nepzan 10 Mg Comprime Pellicule 2,236.0,"•	Schizophrénie. ; •	L'olanzapine est indiquée en monothérapie, ou en traitement associé avec le lithium ou le valproate, pour le traitement des épisodes maniaques aigus des troubles bipolaires. Aucune autre association thérapeutique n'a été approuvée pour le traitement d'épisodes maniaques aigus liés à des troubles bipolaires. ; •	Lorsque, chez les patients présentant des troubles bipolaires, un épisode maniaque aigu répond à l'olanzapine, l'olanzapine est indiquée pour la prophylaxie des récidives. En raison de données insuffisantes concernant des complications tardives éventuelles dans cette population de patients, le traitement prophylactique devrait être limité à 12 mois après la bonne réponse initiale. Si le médecin décide de prolonger l'utilisation au-delà des 12 mois, il convient alors de procéder à intervalles périodiques rapprochés à l'évaluation du rapport bénéfice/risque du médicament pour chacun des patients pris individuellement."
Nepzan 5 Mg Comprime Pellicule,75.6,"•	Schizophrénie. ; •	L'olanzapine est indiquée en monothérapie, ou en traitement associé avec le lithium ou le valproate, pour le traitement des épisodes maniaques aigus des troubles bipolaires. Aucune autre association thérapeutique n'a été approuvée pour le traitement d'épisodes maniaques aigus liés à des troubles bipolaires. ; •	Lorsque, chez les patients présentant des troubles bipolaires, un épisode maniaque aigu répond à l'olanzapine, l'olanzapine est indiquée pour la prophylaxie des récidives. En raison de données insuffisantes concernant des complications tardives éventuelles dans cette population de patients, le traitement prophylactique devrait être limité à 12 mois après la bonne réponse initiale. Si le médecin décide de prolonger l'utilisation au-delà des 12 mois, il convient alors de procéder à intervalles périodiques rapprochés à l'évaluation du rapport bénéfice/risque du médicament pour chacun des patients pris individuellement."
Nepzan 5 Mg Comprime Pellicule 2,134.6,"•	Schizophrénie. ; •	L'olanzapine est indiquée en monothérapie, ou en traitement associé avec le lithium ou le valproate, pour le traitement des épisodes maniaques aigus des troubles bipolaires. Aucune autre association thérapeutique n'a été approuvée pour le traitement d'épisodes maniaques aigus liés à des troubles bipolaires. ; •	Lorsque, chez les patients présentant des troubles bipolaires, un épisode maniaque aigu répond à l'olanzapine, l'olanzapine est indiquée pour la prophylaxie des récidives. En raison de données insuffisantes concernant des complications tardives éventuelles dans cette population de patients, le traitement prophylactique devrait être limité à 12 mois après la bonne réponse initiale. Si le médecin décide de prolonger l'utilisation au-delà des 12 mois, il convient alors de procéder à intervalles périodiques rapprochés à l'évaluation du rapport bénéfice/risque du médicament pour chacun des patients pris individuellement."
Nervax 150 Mg Gelule,138.9,"Douleurs neuropathiques ; La prégabaline est indiqué dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. ; Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale). ; Épilepsie ; La prégabaline est utilisé dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques. ; Troubles anxieux généralisés ; La prégabaline est utilisé pour le traitement des troubles anxieux généralisés de l'adulte."
Nervax 150 Mg Gelule 2,333.0,"Douleurs neuropathiques ; La prégabaline est indiquée dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. ; Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale). ; Épilepsie ; La prégabaline est utilisée dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques. ; Troubles anxieux généralisés ; La prégabaline est utilisée pour le traitement des troubles anxieux généralisés de l'adulte. ; Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale) ; Épilepsie ; La prégabaline  est utilisée dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques. ; Troubles anxieux généralisés ; La prégabaline est utilisée pour le traitement des troubles anxieux généralisés de l'adulte."
Nervax 75 Mg Gelule,98.4,"Douleurs neuropathiques ; La prégabaline est indiquée dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. ; Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale). ; Épilepsie ; La prégabaline est utilisée dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques. ; Troubles anxieux généralisés ; La prégabaline est utilisée pour le traitement des troubles anxieux généralisés de l'adulte. ; Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale) ; Épilepsie ; La prégabaline  est utilisée dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques. ; Troubles anxieux généralisés ; La prégabaline est utilisée pour le traitement des troubles anxieux généralisés de l'adulte."
Nervax 75 Mg Gelule 2,250.0,"Douleurs neuropathiques ; La prégabaline est indiqué dans le traitement des douleurs neuropathiques périphériques et centrales chez l'adulte. ; Des études cliniques ont démontré l'efficacité de la prégabaline contre les douleurs neuropathiques dans la polyneuropathie diabétique, la névralgie postherpétique, ainsi que dans les lésions de la moelle épinière (modèles pour les douleurs neuropathiques d'origine centrale). ; Épilepsie ; La prégabaline est utilisé dans le traitement adjuvant des crises d'épilepsie partielles comportant ou non une généralisation secondaire chez les patients adultes qui répondent de façon insuffisante à d'autres antiépileptiques. ; Troubles anxieux généralisés ; La prégabaline est utilisé pour le traitement des troubles anxieux généralisés de l'adulte."
Nerviton 100 Mg Comprime Drageifie,22.9,Traitement des carences en vitamine B1 lorsque la voie orale n'est pas possible.
Neulastim 6Mg 06 Ml Solution Injectable,6742.0,NEULASTIM est indiqué dans la réduction de la durée des neutropénies et de l’incidence des neutropénies fébriles chez les patients traités par une chimiothérapie cytotoxique pour une pathologie maligne (à l’exception des leucémies myéloïdes chroniques et des syndromes myélodysplasiques).
Neuleptil 004 Granule Effervescent,36.5,"- Etats psychotiques aigus. ; - Etats psychotiques chroniques (schizophrénies, délires chroniques non schizophréniques : délires paranoïaques, psychoses hallucinatoires chroniques)."
Neupogen 30 Mu Solution Injectable,909.0,"NEUPOGEN est indiqué dans la réduction de la durée des neutropénies et de l’incidence des neutropénies fébriles chez les patients traités par une chimiothérapie cytotoxique pour une pathologie maligne (à l’exception des leucémies myéloïdes chroniques et des syndromes myélodysplasiques), et dans la réduction de la durée des neutropénies chez les patients recevant une thérapie myélosuppressive suivie de greffe de moelle et présentant un risque accru de neutropénie sévère prolongée. ; L’innocuité et l’efficacité de NEUPOGEN sont similaires chez l’adulte et chez l’enfant recevant une chimiothérapie cytotoxique. ; NEUPOGEN est indiqué dans la mobilisation de cellules souches progénitrices (CSP) dans le sang circulant. ; L'administration à long terme de NEUPOGEN est indiquée chez les patients, enfants ou adultes, atteints de neutropénies sévères congénitales, cycliques ou idiopathiques avec un taux de polynucléaires neutrophiles ≤ 0,5 x 109/L et d’antécédents d'infections sévères ou récurrentes, afin d’augmenter le taux de neutrophiles et de réduire l'incidence et la durée des épisodes infectieux. ; NEUPOGEN est indiqué dans le traitement des neutropénies persistantes (taux de polynucléaires neutrophiles inférieur ou égal à 1,0 x 109/L) chez les patients infectés par le VIH à un stade avancé, afin de réduire le risque d’infections bactériennes quand les autres options destinées à corriger la neutropénie sont inadéquates."
Neupogen 48 Mu Solution Injectable,1274.0,"NEUPOGEN est indiqué dans la réduction de la durée des neutropénies et de l’incidence des neutropénies fébriles chez les patients traités par une chimiothérapie cytotoxique pour une pathologie maligne (à l’exception des leucémies myéloïdes chroniques et des syndromes myélodysplasiques), et dans la réduction de la durée des neutropénies chez les patients recevant une thérapie myélosuppressive suivie de greffe de moelle et présentant un risque accru de neutropénie sévère prolongée. ; L’innocuité et l’efficacité de NEUPOGEN sont similaires chez l’adulte et chez l’enfant recevant une chimiothérapie cytotoxique. ; NEUPOGEN est indiqué dans la mobilisation de cellules souches progénitrices (CSP) dans le sang circulant. ; L'administration à long terme de NEUPOGEN est indiquée chez les patients, enfants ou adultes, atteints de neutropénies sévères congénitales, cycliques ou idiopathiques avec un taux de polynucléaires neutrophiles ≤ 0,5 x 109/L et des antécédents d'infections sévères ou récurrentes, afin d’augmenter le taux de neutrophiles et de réduire l'incidence et la durée des épisodes infectieux. ; NEUPOGEN est indiqué dans le traitement des neutropénies persistantes (taux de polynucléaires neutrophiles inférieur ou égal à 1,0 x 109/L) chez les patients infectés par le VIH à un stade avancé, afin de réduire le risque d’infections bactériennes quand les autres options destinées à corriger la neutropénie sont inadéquates."
Neurontin 300 Mg Gelule,287.0,Épilepsie ; Monothérapie chez les patients dès 12 ans présentant des crises focales avec ou sans épilepsie secondaire généralisée. Traitement adjuvant chez les patients dès 3 ans présentant des crises focales avec ou sans généralisation secondaire. ; Douleurs neuropathiques ; Traitement des douleurs neuropathiques de l'adulte lors de neuropathie diabétique ou de névralgie postherpétique.
Neutral Comprime A Croquer,12.2,Ce médicament est indiqué chez l'adulte et l’adolescent de plus de 15 ans dans les brûlures d'estomac et remontées acides.
Neutral Comprime A Croquer 2,22.8,Ce médicament est indiqué chez l'adulte et l’adolescent de plus de 15 ans dans les brûlures d'estomac et remontées acides.
Nevipan 200 Mg Comprime,697.0,"Névirapine est indiqué, en association à d'autres médicaments antirétroviraux, pour le traitement des ; adultes, adolescents et enfants de tout âge infectés par le VIH-1. ; L'expérience acquise avec Névirapine concerne majoritairement des traitements en association avec ; des inhibiteurs nucléosidiques de la transcriptase inverse. Le choix d’un traitement à la suite d’un ; traitement par Névirapine doit être basé sur l’expérience clinique et les tests de résistance ."
Newglin 05Mg Comprime,50.2,"Le répaglinide est indiqué dans le traitement d'adultes atteints du diabète de type 2, lorsque le régime alimentaire, l'exercice physique et la perte de poids seuls ne suffisent pas à provoquer une baisse satisfaisante de la glycémie. ; Le répaglinide peut être employé en association avec la metformine ou une thiazolidindione lorsqu'une monothérapie ne suffit pas à assurer une régulation satisfaisante de la glycémie. ; Un traitement combiné au répaglinide et à l'insuline est indiqué chez les adultes atteints du diabète de type 2 chez lesquels les sulfonylurées ou le répaglinide seuls ne suffisent pas à obtenir un contrôle suffisant de la glycémie. ; Le traitement doit être mené à titre de complément au régime alimentaire et à l'activité physique."
Newglin 05Mg Comprime 2,145.6,"Le répaglinide est indiqué dans le traitement d'adultes atteints du diabète de type 2, lorsque le régime alimentaire, l'exercice physique et la perte de poids seuls ne suffisent pas à provoquer une baisse satisfaisante de la glycémie. ; Le répaglinide peut être employé en association avec la metformine ou une thiazolidindione lorsqu'une monothérapie ne suffit pas à assurer une régulation satisfaisante de la glycémie. ; Un traitement combiné au répaglinide et à l'insuline est indiqué chez les adultes atteints du diabète de type 2 chez lesquels les sulfonylurées ou le répaglinide seuls ne suffisent pas à obtenir un contrôle suffisant de la glycémie. ; Le traitement doit être mené à titre de complément au régime alimentaire et à l'activité physique."
Newglin 1Mg Comprime,52.5,"Le répaglinide est indiqué dans le traitement d'adultes atteints du diabète de type 2, lorsque le régime alimentaire, l'exercice physique et la perte de poids seuls ne suffisent pas à provoquer une baisse satisfaisante de la glycémie. ; Le répaglinide peut être employé en association avec la metformine ou une thiazolidindione lorsqu'une monothérapie ne suffit pas à assurer une régulation satisfaisante de la glycémie. ; Un traitement combiné au répaglinide et à l'insuline est indiqué chez les adultes atteints du diabète de type 2 chez lesquels les sulfonylurées ou le répaglinide seuls ne suffisent pas à obtenir un contrôle suffisant de la glycémie. ; Le traitement doit être mené à titre de complément au régime alimentaire et à l'activité physique."
Newglin 2Mg Comprime,57.6,"Le répaglinide est indiqué dans le traitement d'adultes atteints du diabète de type 2, lorsque le régime alimentaire, l'exercice physique et la perte de poids seuls ne suffisent pas à provoquer une baisse satisfaisante de la glycémie. ; Le répaglinide peut être employé en association avec la metformine ou une thiazolidindione lorsqu'une monothérapie ne suffit pas à assurer une régulation satisfaisante de la glycémie. ; Un traitement combiné au répaglinide et à l'insuline est indiqué chez les adultes atteints du diabète de type 2 chez lesquels les sulfonylurées ou le répaglinide seuls ne suffisent pas à obtenir un contrôle suffisant de la glycémie. ; Le traitement doit être mené à titre de complément au régime alimentaire et à l'activité physique."
Newglin 2Mg Comprime 2,153.4,"Le répaglinide est indiqué dans le traitement d'adultes atteints du diabète de type 2, lorsque le régime alimentaire, l'exercice physique et la perte de poids seuls ne suffisent pas à provoquer une baisse satisfaisante de la glycémie. ; Le répaglinide peut être employé en association avec la metformine ou une thiazolidindione lorsqu'une monothérapie ne suffit pas à assurer une régulation satisfaisante de la glycémie. ; Un traitement combiné au répaglinide et à l'insuline est indiqué chez les adultes atteints du diabète de type 2 chez lesquels les sulfonylurées ou le répaglinide seuls ne suffisent pas à obtenir un contrôle suffisant de la glycémie. ; Le traitement doit être mené à titre de complément au régime alimentaire et à l'activité physique."
