Nom du Médicament,URL,Image URL,Age minimal d'utilisation,Allaitement,Boîte,Classe thérapeutique,Code ATC,Composition,Conservation,Contres-indication(s),Convention de Vienne,Distributeur ou fabriquant,Dosage,Effets indésirable,Grossesse,Indication(s),Laboratoire détenteur de l'AMM dans le pays d'origine,Lien du Produit,Mises en garde,Nature du Produit,Notice en arabe,Notice en français,PPC,PPV,Particularité,Posologies et mode d'administration,Princeps,Prix hospitalier,Présentation,RCP,Risque potentiel de dépendance ou d’abus,Statut,Substance (s) psychoactive (s),Tableau,Tiers Payant
,https://medicament.ma/medicament/norditropine-nordiflex-15-mg-1-5-ml-solution-injectable-en-stylo-pre-rempli/,,,,,SOMATROPINE ET AGONISTES DE LA SOMATROPINE,H01AC01,Somatropine,,,,LAPROPHAN (https://medicament.ma/laboratoire/laprophan/),15 MG,,,"Enfants : | Retard de croissance lié à un déficit somatotrope. | Retard de croissance chez les filles présentant une dysgénésie gonadique (Syndrome de Turner). | Retard de croissance chez les enfants prépubères dû à une insuffisance rénale chronique. | Retard de croissance (taille actuelle < -2,5 DS et taille parentale ajustée < -1 DS) chez les enfants nés petits pour l’âge gestationnel (PTAG) avec un poids et/ou une taille de naissance inférieure à -2 DS, n’ayant pas rattrapé leur retard de croissance (vitesse de croissance < 0 DS au cours de la dernière année) à l’âge de 4 ans ou plus. | Retard de croissance lié au syndrome de Noonan. | Adultes : | Déficit somatotrope acquis dans l’enfance : | Une fois leur croissance achevée, la capacité sécrétoire en hormone de croissance devra être réévaluée chez les patients ayant un déficit somatotrope acquis dans l’enfance. Aucun test n’est requis chez les patients ayant plus de trois déficits hormonaux hypophysaires, chez les patients ayant un déficit somatotrope sévère dû à une cause génétique définie, dû à des anomalies structurales hypothalamo-hypophysaires, dû à des tumeurs du système nerveux central ou dû à une irradiation intra-crânienne à forte dose, ou chez les patients ayant un déficit somatotrope secondaire à une pathologie ou une atteinte hypothalamo-hypophysaire, si le dosage d’IGF-1 (lnsulin-like Growth Factor 1) est < -2 DS au moins quatre semaines après l’arrêt du traitement par hormone de croissance. | Chez tous les autres patients, un dosage d’IGF-1 et un test dynamique de stimulation à l'hormone de croissance sont exigés. | Déficit somatotrope acquis à l’âge adulte : | Déficit somatotrope important dans le cadre d’une pathologie hypothalamo-hypophysaire connue, d’une irradiation intra-crânienne ou d’une lésion cérébrale traumatique. Le déficit somatotrope devra être associé à un autre axe déficitaire, autre que la prolactine. Le déficit somatotrope devra être mis en évidence lors d’une épreuve dynamique après instauration d’une substitution hormonale adéquate de tout autre déficit hormonal. | Chez l’adulte, l’hypoglycémie insulinique est l’épreuve dynamique de choix. Lorsque l’hypoglycémie insulinique est contre-indiquée, des tests dynamiques alternatifs doivent être utilisés. La combinaison arginine-GHRH est recommandée. Le test à l’arginine ou au glucagon peut aussi être envisagé ; cependant, la valeur diagnostique de ces tests est moins bien établie que celle du test de l’hypoglycémie insulinique.",,,,,,,,3079.00 dhs,,,,2757.00 dhs,1 stylo,,,Commercialisé,,A,
,https://medicament.ma/medicament/norditropine-nordiflex-5-mg-1-5-ml-solution-injectable-en-stylo-pre-rempli/,,,,,SOMATROPINE ET AGONISTES DE LA SOMATROPINE,H01AC01,Somatropine,,,,LAPROPHAN (https://medicament.ma/laboratoire/laprophan/),5 MG,,,"Enfants : | Retard de croissance lié à un déficit somatotrope. | Retard de croissance chez les filles présentant une dysgénésie gonadique (Syndrome de Turner). | Retard de croissance chez les enfants prépubères dû à une insuffisance rénale chronique. | Retard de croissance (taille actuelle < -2,5 DS et taille parentale ajustée < -1 DS) chez les enfants nés petits pour l’âge gestationnel (PTAG) avec un poids et/ou une taille de naissance inférieure à -2 DS, n’ayant pas rattrapé leur retard de croissance (vitesse de croissance < 0 DS au cours de la dernière année) à l’âge de 4 ans ou plus. | Retard de croissance lié au syndrome de Noonan. | Adultes : | Déficit somatotrope acquis dans l’enfance : | Une fois leur croissance achevée, la capacité sécrétoire en hormone de croissance devra être réévaluée chez les patients ayant un déficit somatotrope acquis dans l’enfance. Aucun test n’est requis chez les patients ayant plus de trois déficits hormonaux hypophysaires, chez les patients ayant un déficit somatotrope sévère dû à une cause génétique définie, dû à des anomalies structurales hypothalamo-hypophysaires, dû à des tumeurs du système nerveux central ou dû à une irradiation intra-crânienne à forte dose, ou chez les patients ayant un déficit somatotrope secondaire à une pathologie ou une atteinte hypothalamo-hypophysaire, si le dosage d’IGF-1 (lnsulin-like Growth Factor 1) est < -2 DS au moins quatre semaines après l’arrêt du traitement par hormone de croissance. | Chez tous les autres patients, un dosage d’IGF-1 et un test dynamique de stimulation à l'hormone de croissance sont exigés. | Déficit somatotrope acquis à l’âge adulte : | Déficit somatotrope important dans le cadre d’une pathologie hypothalamo-hypophysaire connue, d’une irradiation intra-crânienne ou d’une lésion cérébrale traumatique. Le déficit somatotrope devra être associé à un autre axe déficitaire, autre que la prolactine. Le déficit somatotrope devra être mis en évidence lors d’une épreuve dynamique après instauration d’une substitution hormonale adéquate de tout autre déficit hormonal. | Chez l’adulte, l’hypoglycémie insulinique est l’épreuve dynamique de choix. Lorsque l’hypoglycémie insulinique est contre-indiquée, des tests dynamiques alternatifs doivent être utilisés. La combinaison arginine-GHRH est recommandée. Le test à l’arginine ou au glucagon peut aussi être envisagé ; cependant, la valeur diagnostique de ces tests est moins bien établie que celle du test de l’hypoglycémie insulinique.",,,,,,,,1193.00 dhs,,,,919.00 dhs,1 Stylo,,,Commercialisé,,A,
,https://medicament.ma/medicament/norditropine-nordilet-5-mg15-ml-solute-injectable/,,,,,Hormone de croissance,H01AC01,Somatropine,"À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler. Après une première utilisation, Norditropine® NordiLet® 5 mg/1,5 ml peut être conservé soit jusqu’à 4 semaines à une température comprise entre 2 °C et 8 °C (au réfrigérateur) ou jusqu’à 3 semaines à une température inférieure à 25°C.",,,LAPROPHAN (https://medicament.ma/laboratoire/laprophan/),5 MG / 1.5 ML,,,"Enfants : | Retard de croissance lié à un déficit somatotrope. | Retard de croissance chez les filles présentant une dysgénésie gonadique (Syndrome de Turner). | Retard de croissance chez les enfants prépubères dû à une insuffisance rénale chronique. | Retard de croissance (taille actuelle < -2,5 DS et taille parentale ajustée < -1 DS) chez les enfants nés petits pour l’âge gestationnel (PTAG) avec un poids et/ou une taille de naissance inférieure à -2 DS, n’ayant pas rattrapé leur retard de croissance (vitesse de croissance < 0 DS au cours de la dernière année) à l’âge de 4 ans ou plus. | Retard de croissance lié au syndrome de Noonan. | Adultes : | Déficit somatotrope acquis dans l’enfance : | Une fois leur croissance achevée, la capacité sécrétoire en hormone de croissance devra être réévaluée chez les patients ayant un déficit somatotrope acquis dans l’enfance. Aucun test n’est requis chez les patients ayant plus de trois déficits hormonaux hypophysaires, chez les patients ayant un déficit somatotrope sévère dû à une cause génétique définie, dû à des anomalies structurales hypothalamo-hypophysaires, dû à des tumeurs du système nerveux central ou dû à une irradiation intra-crânienne à forte dose, ou chez les patients ayant un déficit somatotrope secondaire à une pathologie ou une atteinte hypothalamo-hypophysaire, si le dosage d’IGF-1 (Insulin-like Growth Factor 1) est < -2 DS au moins quatre semaines après l’arrêt du traitement par hormone de croissance. | Chez tous les autres patients, un dosage d’IGF-1 et un test dynamique de stimulation à l’hormone de croissance sont exigés. | Déficit somatotrope acquis à l’âge adulte : | Déficit somatotrope important dans le cadre d’une pathologie hypothalamo-hypophysaire connue, d’une irradiation intra-crânienne ou d’une lésion cérébrale traumatique. Le déficit somatotrope devra être associé à un autre axe déficitaire, autre que la prolactine. Le déficit somatotrope devra être mis en évidence lors d’une épreuve dynamique après instauration d’une substitution hormonale adéquate de tout autre déficit hormonal. | Chez l’adulte, l’hypoglycémie insulinique est l’épreuve dynamique de choix. Lorsque l’hypoglycémie insulinique est contre-indiquée, des tests dynamiques alternatifs doivent être utilisés. La combinaison arginine-GHRH est recommandée. | Le test à l’arginine ou au glucagon peut aussi être envisagé ; cependant, la valeur diagnostique de ces tests est moins bien établie que celle du test de l’hypoglycémie insulinique.",,,,Médicament,,,,1193.00 dhs,,,Oui,919.00 dhs,Boîte de 1 stylo pré/rempli,,,Commercialisé,,A,Oui
,https://medicament.ma/medicament/norma-sleep-capsule/,,,,,,,Extraits de plantes,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Médicament,,,162 dhs,,,,,,Boite de 60,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/normatens-100mg-comprime/,,,,,Bêtabloquant,C07AB03,Aténolol,,,,SPIMACO (https://medicament.ma/laboratoire/ipharma/),100 MG,,,• Hypertension artérielle | • Prophylaxie des crises d’angor | • Infarctus du myocarde en phase aigüe : relais de la forme injectable IV (l’aténolol réduit la mortalité à la phase aigüe de l’infarctus du myocarde. Le traitement est institué au plus tard avant la 12ème heure) | • Arythmies supraventriculaires : | • tachycardies supraventriculaires paroxystiques (en traitement préventif ou curatif) | • fibrillation ou flutter auriculaires en cas de réponse insuffisante aux digitaliques à doses maximales et dans les cas où les digitaliques sont contre-indiqués ou présentent un rapport bénéfice/risque défavorable. | • Arythmies ventriculaires | • extrasystoles ventriculaires (traitement préventif ou curatif) en cas d'extrasystoles résultant d'une augmentation de l'activité sympathique; | • tachycardies ventriculaires et fibrillations ventriculaire,,,,,,,,39.50 dhs,,,,24.70 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/normatens-50mg-comprime/,,,,,Bêtabloquant cardiosélectif,C07AB03,Aténolol,,,,SPIMACO (https://medicament.ma/laboratoire/ipharma/),50 MG,,,• Hypertension artérielle | • Prophylaxie des crises d’angor | • Infarctus du myocarde en phase aigüe : relais de la forme injectable IV (l’aténolol réduit la mortalité à la phase aigüe de l’infarctus du myocarde. Le traitement est institué au plus tard avant la 12ème heure) | • Arythmies supraventriculaires : | • tachycardies supraventriculaires paroxystiques (en traitement préventif ou curatif) | • fibrillation ou flutter auriculaires en cas de réponse insuffisante aux digitaliques à doses maximales et dans les cas où les digitaliques sont contre-indiqués ou présentent un rapport bénéfice/risque défavorable. | • Arythmies ventriculaires | • extrasystoles ventriculaires (traitement préventif ou curatif) en cas d'extrasystoles résultant d'une augmentation de l'activité sympathique; | • tachycardies ventriculaires et fibrillations ventriculaire,,,,Médicament,,,,26.00 dhs,,,,16.20 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/normet-100mg-comprime-secable/,,,Demander conseil à votre médecin,,Bêtabloquant,C07AB03,Aténolol,,,,GENPHARMA (https://medicament.ma/laboratoire/genpharma/),100 MG,,Demander conseil à votre médecin,• Hypertension artérielle | • Prophylaxie des crises d’angor | • Infarctus du myocarde en phase aigüe : relais de la forme injectable IV (l’aténolol réduit la mortalité à la phase aigüe de l’infarctus du myocarde. Le traitement est institué au plus tard avant la 12ème heure) | • Arythmies supraventriculaires : | • tachycardies supraventriculaires paroxystiques (en traitement préventif ou curatif) | • fibrillation ou flutter auriculaires en cas de réponse insuffisante aux digitaliques à doses maximales et dans les cas où les digitaliques sont contre-indiqués ou présentent un rapport bénéfice/risque défavorable. | • Arythmies ventriculaires | • extrasystoles ventriculaires (traitement préventif ou curatif) en cas d'extrasystoles résultant d'une augmentation de l'activité sympathique; | • tachycardies ventriculaires et fibrillations ventriculaire,,,,,,,,56.30 dhs,,,,35.20 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/normix-200-mg-comprime-pellicule/,,,,,"Anti-infectieux intestinaux, antibiotiques",A07AA11,Rifaximine,,,,SYNTHEMEDIC (https://medicament.ma/laboratoire/synthemedic/),200 MG,,,"Prévention des rechutes d’épisodes d’encéphalopathie hépatique clinique chez les patients adultes âgés de 18 ans et plus. | Dans l’étude pivot, 91 % des patients prenaient du lactulose de façon concomitante. | Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",,,,Médicament,,,,66.90 dhs,,,,41.80 dhs,Boite de 12,,,Commercialisé,,A,
,https://medicament.ma/medicament/normogastryl-comprime-effervescent/,,,,,Antiacide,,Sulfate de sodium | Bicarbonate de sodium | Hydrogénophosphate de sodium,,,,LAPROPHAN (https://medicament.ma/laboratoire/laprophan/),,,,,,,,Médicament,,,,11.20 dhs,,,,7.00 dhs,Boîte de 20,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/novalgine-005-sirop/,,3 mois,,,Analgésique et antalgique,N02BB52,Métamizole,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),,,,,,,,Médicament,,,,20.70 dhs,,,,13.00 dhs,Boîte de 1 Flacon de 100 ml,,,Commercialisé,,A,
,https://medicament.ma/medicament/novalgine-500-mg-comprime-pellicule/,,,,,Analgésique et antalgique,N02BB52,Métamizole,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),500 MG,,,,,,,Médicament,,,,12.90 dhs,,,,8.10 dhs,Boîte de 20,,,Commercialisé,,A,
,https://medicament.ma/medicament/novex-2000ui-anti-xa02ml-solution-injectable/,,,,,Anticoagulant : héparine de bas poids moléculaire,B01AB05,Enoxaparine,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),2000 UI anti Xa / 0.2 ML,,,"L’enoxaparine est indiquée chez l’adulte dans : | - Le traitement prophylactique de la maladie thromboembolique veineuse en chirurgie à risque modéré et élevé, en particulier en chirurgie orthopédique ou générale, dont la chirurgie oncologique. | - Le traitement prophylactique de la maladie thromboembolique veineuse chez les patients atteints d’une affection médicale aiguë (telle qu‘insuffisance cardiaque aiguë, insuffisance respiratoire, infections sévères ou maladies rhumatismales) et dont la mobilité est réduite, à risque thromboembolique veineux augmenté. | - Le traitement de la thrombose veineuse profonde (TVP) et de l’embolie pulmonaire (EP), à l’exclusion de l’EP susceptible de relever d’un traitement thrombolytique ou chirurgical. | - La prévention de la formation d’un thrombus dans le circuit de circulation extracorporelle au cours de l’hémodialyse. | - Le syndrome coronaire aigu : | * Traitement de l’angor instable et de l’infarctus du myocarde sans élévation du segment ST (NSTEMI), administré en association avec l’acide acétylsalicylique par voie orale. | * traitement de l’infarctus du myocarde aigu avec élévation du segment ST (STEMI), incluant les patients éligibles à un traitement médical ou à une intervention coronaire percutanée (ICP) secondaire.",,,,Médicament,,,,180.00 dhs,,,,112.50 dhs,Boîte de 6 seringues pré-remplies | (Ne doit pas être administré par voie intramusculaire.),,,Commercialisé,,A,
,https://medicament.ma/medicament/novex-2000uiantixa02ml-solution-injectable/,,,,,Anticoagulant : héparine de bas poids moléculaire,B01AB05,Enoxaparine,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),2000 UI antiXa / 0.2 ML,,,"L’enoxaparine est indiquée chez l’adulte dans : | - Le traitement prophylactique de la maladie thromboembolique veineuse en chirurgie à risque modéré et élevé, en particulier en chirurgie orthopédique ou générale, dont la chirurgie oncologique. | - Le traitement prophylactique de la maladie thromboembolique veineuse chez les patients atteints d’une affection médicale aiguë (telle qu‘insuffisance cardiaque aiguë, insuffisance respiratoire, infections sévères ou maladies rhumatismales) et dont la mobilité est réduite, à risque thromboembolique veineux augmenté. | - Le traitement de la thrombose veineuse profonde (TVP) et de l’embolie pulmonaire (EP), à l’exclusion de l’EP susceptible de relever d’un traitement thrombolytique ou chirurgical. | - La prévention de la formation d’un thrombus dans le circuit de circulation extracorporelle au cours de l’hémodialyse. | - Le syndrome coronaire aigu : | * Traitement de l’angor instable et de l’infarctus du myocarde sans élévation du segment ST (NSTEMI), administré en association avec l’acide acétylsalicylique par voie orale. | * traitement de l’infarctus du myocarde aigu avec élévation du segment ST (STEMI), incluant les patients éligibles à un traitement médical ou à une intervention coronaire percutanée (ICP) secondaire.",,,,Médicament,,,,66.00 dhs,,,,41.20 dhs,Boîte de 2 seringues pré-remplies | (Ne doit pas être administré par voie intramusculaire.),,,Commercialisé,,A,
,https://medicament.ma/medicament/novex-4000-ui-antixa04ml-solution-injectable/,,,,,"Anticoagulant, héparine de bas poids moléculaire",B01AB05,Enoxaparine,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),4000 UI antiXa / 0.4 ML,,,"L’enoxaparine est indiquée chez l’adulte dans : | - Le traitement prophylactique de la maladie thromboembolique veineuse en chirurgie à risque modéré et élevé, en particulier en chirurgie orthopédique ou générale, dont la chirurgie oncologique. | - Le traitement prophylactique de la maladie thromboembolique veineuse chez les patients atteints d’une affection médicale aiguë (telle qu‘insuffisance cardiaque aiguë, insuffisance respiratoire, infections sévères ou maladies rhumatismales) et dont la mobilité est réduite, à risque thromboembolique veineux augmenté. | - Le traitement de la thrombose veineuse profonde (TVP) et de l’embolie pulmonaire (EP), à l’exclusion de l’EP susceptible de relever d’un traitement thrombolytique ou chirurgical. | - La prévention de la formation d’un thrombus dans le circuit de circulation extracorporelle au cours de l’hémodialyse. | - Le syndrome coronaire aigu : | * Traitement de l’angor instable et de l’infarctus du myocarde sans élévation du segment ST (NSTEMI), administré en association avec l’acide acétylsalicylique par voie orale. | * traitement de l’infarctus du myocarde aigu avec élévation du segment ST (STEMI), incluant les patients éligibles à un traitement médical ou à une intervention coronaire percutanée (ICP) secondaire.",,,,Médicament,,,,347.00 dhs,,,,230.00 dhs,Boîte de 6 seringues pré-remplies | (Ne doit pas être administré par voie intramusculaire.),,,Commercialisé,,A,
,https://medicament.ma/medicament/novex-4000-ui-antixa04ml-solution-injectable-2/,,,,,Anticoagulant : héparine de bas poids moléculaire,B01AB05,Enoxaparine,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),4000 UI antiXa / 0.4 ml,,,"L’enoxaparine est indiquée chez l’adulte dans : | - Le traitement prophylactique de la maladie thromboembolique veineuse en chirurgie à risque modéré et élevé, en particulier en chirurgie orthopédique ou générale, dont la chirurgie oncologique. | - Le traitement prophylactique de la maladie thromboembolique veineuse chez les patients atteints d’une affection médicale aiguë (telle qu‘insuffisance cardiaque aiguë, insuffisance respiratoire, infections sévères ou maladies rhumatismales) et dont la mobilité est réduite, à risque thromboembolique veineux augmenté. | - Le traitement de la thrombose veineuse profonde (TVP) et de l’embolie pulmonaire (EP), à l’exclusion de l’EP susceptible de relever d’un traitement thrombolytique ou chirurgical. | - La prévention de la formation d’un thrombus dans le circuit de circulation extracorporelle au cours de l’hémodialyse. | - Le syndrome coronaire aigu : | * Traitement de l’angor instable et de l’infarctus du myocarde sans élévation du segment ST (NSTEMI), administré en association avec l’acide acétylsalicylique par voie orale. | * traitement de l’infarctus du myocarde aigu avec élévation du segment ST (STEMI), incluant les patients éligibles à un traitement médical ou à une intervention coronaire percutanée (ICP) secondaire.",,,,Médicament,,,,132.00 dhs,,,,82.50 dhs,Boîte de 2 seringues pré-remplies | (Ne doit pas être administré par voie intramusculaire.),,,Commercialisé,,A,
,https://medicament.ma/medicament/novex-6000-ui-antixa06ml-solution-injectable-2/,,,,,Anticoagulant : héparine de bas poids moléculaire,B01AB05,Enoxaparine,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),6000 UI antiXa / 0.6 ML,,,"L’enoxaparine est indiquée chez l’adulte dans : | - Le traitement prophylactique de la maladie thromboembolique veineuse en chirurgie à risque modéré et élevé, en particulier en chirurgie orthopédique ou générale, dont la chirurgie oncologique. | - Le traitement prophylactique de la maladie thromboembolique veineuse chez les patients atteints d’une affection médicale aiguë (telle qu‘insuffisance cardiaque aiguë, insuffisance respiratoire, infections sévères ou maladies rhumatismales) et dont la mobilité est réduite, à risque thromboembolique veineux augmenté. | - Le traitement de la thrombose veineuse profonde (TVP) et de l’embolie pulmonaire (EP), à l’exclusion de l’EP susceptible de relever d’un traitement thrombolytique ou chirurgical. | - La prévention de la formation d’un thrombus dans le circuit de circulation extracorporelle au cours de l’hémodialyse. | - Le syndrome coronaire aigu : | * Traitement de l’angor instable et de l’infarctus du myocarde sans élévation du segment ST (NSTEMI), administré en association avec l’acide acétylsalicylique par voie orale. | * traitement de l’infarctus du myocarde aigu avec élévation du segment ST (STEMI), incluant les patients éligibles à un traitement médical ou à une intervention coronaire percutanée (ICP) secondaire.",,,,Médicament,,,,143.30 dhs,,,,89.50 dhs,Boîte de 2 seringues pré-remplies | (Ne doit pas être administré par voie intramusculaire.),,,Commercialisé,,A,
,https://medicament.ma/medicament/novex-8000-ui-antixa08ml-solution-injectable/,,,,,Anticoagulant : héparine de bas poids moléculaire,B01AB05,Enoxaparine,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),8000 UI antiXa / 0.8 ML,,,"L’enoxaparine est indiquée chez l’adulte dans : | - Le traitement prophylactique de la maladie thromboembolique veineuse en chirurgie à risque modéré et élevé, en particulier en chirurgie orthopédique ou générale, dont la chirurgie oncologique. | - Le traitement prophylactique de la maladie thromboembolique veineuse chez les patients atteints d’une affection médicale aiguë (telle qu‘insuffisance cardiaque aiguë, insuffisance respiratoire, infections sévères ou maladies rhumatismales) et dont la mobilité est réduite, à risque thromboembolique veineux augmenté. | - Le traitement de la thrombose veineuse profonde (TVP) et de l’embolie pulmonaire (EP), à l’exclusion de l’EP susceptible de relever d’un traitement thrombolytique ou chirurgical. | - La prévention de la formation d’un thrombus dans le circuit de circulation extracorporelle au cours de l’hémodialyse. | - Le syndrome coronaire aigu : | * Traitement de l’angor instable et de l’infarctus du myocarde sans élévation du segment ST (NSTEMI), administré en association avec l’acide acétylsalicylique par voie orale. | * traitement de l’infarctus du myocarde aigu avec élévation du segment ST (STEMI), incluant les patients éligibles à un traitement médical ou à une intervention coronaire percutanée (ICP) secondaire.",,,,Médicament,,,,164.20 dhs,,,,102.60 dhs,Boîte de 2 seringues pré-remplies | (Ne doit pas être administré par voie intramusculaire.),,,Commercialisé,,A,
,https://medicament.ma/medicament/novimag-plus-gelule/,,,,,,,Magnésium marin | Vitamine B6 | Mélisse,,,,MEDIPRO PHARMA (https://medicament.ma/laboratoire/medipro-pharma/),,,,,,,,Complément alimentaire,,,84.50 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/noviron-b9-gelule/,,,,,,,Lipofer | Acide folique,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,129.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/novocine-500-mg/,,,,,"Antibiotique, quinolone (inhibiteur de l'ADN-gyrase)",J01MA12,Lévofloxacine,,"Les comprimés de lévofloxacine ne doivent pas être utilisés : | - chez les patients hypersensibles à la lévofloxacine ou à toute autre quinolone, ou à l’un des excipients, | -  chez les patients épileptiques, | - chez les patients ayant des antécédents de tendinopathies liées à l’administration de fluoroquinolones, | - chez les enfants ou les adolescents en période de croissance, | - pendant la grossesse, | - chez les femmes qui allaitent.",,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),500 MG,,,"La lévofloxacine appartient à un groupe de médicaments appelés antibiotiques. La lévofloxacine est un antibiotique de type « quinolone ». Elle agit en tuant les bactéries responsables d’infections dans votre organisme. | La lévofloxacine peut être utilisé pour traiter les infections des : | - Sinus. | - Poumons, chez les personnes ayant des problèmes respiratoires chroniques ou une pneumonie. | - Voies urinaires, notamment au niveau de vos reins ou votre vessie. | - Prostate, lorsque vous avez une infection qui dure. | - Peau et tissus sous-cutanés, y compris les muscles. C’est ce que l’on appelle parfois les « tissus mous ». | Dans certaines situations particulières, la lévofloxacine peut être utilisé pour diminuer les risques de contracter une maladie pulmonaire appelée maladie du charbon ou les risques d’aggravation de la maladie après exposition à la bactérie responsable de la maladie du charbon.",,,,Médicament,,,,126.10 dhs,,,,78.80 dhs,Boite de 10,,,Commercialisé,,A,
,https://medicament.ma/medicament/novocine-500-mg-comprime-pellicule/,,,,,"Antibiotique, quinolone (inhibiteur de l'ADN-gyrase)",J01MA12,lévofloxacine,,"Les comprimés de lévofloxacine ne doivent pas être utilisés : | - chez les patients hypersensibles à la lévofloxacine ou à toute autre quinolone, ou à l’un des excipients, | -  chez les patients épileptiques, | - chez les patients ayant des antécédents de tendinopathies liées à l’administration de fluoroquinolones, | - chez les enfants ou les adolescents en période de croissance, | - pendant la grossesse, | - chez les femmes qui allaitent.",,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),500 MG,,,"La lévofloxacine appartient à un groupe de médicaments appelés antibiotiques. La lévofloxacine est un antibiotique de type « quinolone ». Elle agit en tuant les bactéries responsables d’infections dans votre organisme. | La lévofloxacine peut être utilisé pour traiter les infections des : | - Sinus. | - Poumons, chez les personnes ayant des problèmes respiratoires chroniques ou une pneumonie. | - Voies urinaires, notamment au niveau de vos reins ou votre vessie. | - Prostate, lorsque vous avez une infection qui dure. | - Peau et tissus sous-cutanés, y compris les muscles. C’est ce que l’on appelle parfois les « tissus mous ». | Dans certaines situations particulières, la lévofloxacine peut être utilisé pour diminuer les risques de contracter une maladie pulmonaire appelée maladie du charbon ou les risques d’aggravation de la maladie après exposition à la bactérie responsable de la maladie du charbon.",,,,Médicament,,,,93.50 dhs,,,,58.50 dhs,Boite de 7,,,Commercialisé,,A,
,https://medicament.ma/medicament/novoclin-1g125mg-poudre-pour-suspension-buvable-en-sachet/,,,,,"Antibiotique, pénicilline avec inhibiteur des bêtalactamases",J01CR02,Amoxicilline | Acide clavulanique,,,,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),1 G | 125 MG,,,"Traitement des infections suivantes chez les adultes et les enfants: | - sinusite bactérienne aiguë (diagnostiquée de façon appropriée), | - otite moyenne aiguë, | - exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée), | - pneumonie aiguë communautaire, | - cystite, | - pyélonéphrite, | - infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite, | - infections des os et des articulations, en particulier ostéomyélite. | Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.",,,,Médicament,,,,123.40 dhs,,,,77.10 dhs,Boîte de 16,,,Commercialisé,,A,
,https://medicament.ma/medicament/novoclin-1g125mg-poudre-pour-suspension-buvable-en-sachet-2/,,,,,"Antibiotique, pénicilline avec inhibiteur des bêtalactamases",J01CR02,Amoxicilline | Acide clavulanique,,,,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),1 G  | 125 MG,,,"Traitement des infections suivantes chez les adultes et les enfants: | - sinusite bactérienne aiguë (diagnostiquée de façon appropriée), | - otite moyenne aiguë, | - exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée), | - pneumonie aiguë communautaire, | - cystite, | - pyélonéphrite, | - infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite, | - infections des os et des articulations, en particulier ostéomyélite. | Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.",,,,Médicament,,,,175.70 dhs,,,,109.80 dhs,Boîte de 24,,,Commercialisé,,A,
,https://medicament.ma/medicament/novovlin-100-mg-12-5-mg-poudre-pour-suspension-buvable/,,,,,"Antibiotique, pénicilline avec inhibiteur des bêtalactamases",J01CR02,Amoxicilline | Acide clavulanique,,,,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),100 MG | 12.5 MG,,,"Traitement des infections suivantes  : | - sinusite bactérienne aiguë (diagnostiquée de façon appropriée), | - otite moyenne aiguë, | - exacerbations aiguës de bronchite chronique (diagnostiquée de façon appropriée), | - pneumonie aiguë communautaire, | - cystite, | - pyélonéphrite, | - infections de la peau et des tissus mous, en particulier cellulite, morsures animales, abcès dentaire sévère avec propagation de cellulite, | - infections des os et des articulations, en particulier ostéomyélite. | Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.",,,,,,,,34.20 dhs,,,,21.40 dhs,Flacon de 30 ML,,,Commercialisé,,A,
